ID,item_cnt_month
616,0.35359418
617,0.23079677
618,0.4470946
619,0.13245632
620,0.29702163
621,0.118781894
622,0.118781894
623,0.474244
624,0.35359418
625,0.35359418
626,0.7290338
627,0.118781894
628,0.113975115
629,0.15241651
630,0.2010101
631,0.118781894
632,0.15241651
633,0.118781894
634,0.46598196
635,0.26596516
636,0.118781894
637,0.19800387
638,0.2032463
639,0.12196298
640,0.46088275
641,0.6590302
642,0.1299525
643,0.118781894
644,0.109919384
645,0.118781894
646,0.7290338
647,0.13245632
648,0.118781894
649,0.15241651
650,0.21003562
651,0.7732761
652,0.118781894
653,0.149478
654,0.12967157
655,0.35359418
656,0.27287427
657,0.118781894
658,0.118781894
659,0.13269022
660,0.47689924
661,0.18959762
662,0.118781894
663,0.85841775
664,0.10956104
665,0.33968496
666,0.14923212
667,0.118781894
668,0.6259007
669,0.15241651
670,0.1230278
671,0.11078291
672,0.12705155
673,0.49415675
674,0.118781894
675,0.118781894
676,0.40045565
677,0.6869345
678,0.20324786
679,0.6366565
680,0.118781894
681,0.114022
682,0.7843106
683,0.118781894
684,0.6259007
685,0.35359418
686,0.2931437
687,0.35359418
688,0.27046126
689,0.118781894
690,0.118781894
691,0.12952068
692,0.12729716
693,0.11216587
694,0.118781894
695,0.775337
696,0.118781894
697,0.118781894
698,0.118781894
699,0.118781894
700,1.2626139
701,0.118781894
702,1.2836374
703,1.2836374
704,0.118781894
705,0.118781894
706,0.12581399
707,0.118781894
708,0.121516295
709,1.955169
710,0.20901397
711,0.27973264
712,0.118781894
713,0.37296498
714,0.20324786
715,0.118781894
716,0.4041654
717,0.20531817
718,0.118781894
719,0.118781894
720,0.118781894
721,0.48349136
722,0.10928309
723,1.7759281
724,0.15163781
725,0.4470946
726,0.4478016
727,0.6259007
728,0.118781894
729,0.94893265
730,0.14523551
731,0.1194555
732,0.7895354
733,0.118781894
734,0.6259007
735,0.20324786
736,0.35359418
737,0.58387375
738,0.4470946
739,0.2324191
740,0.20324786
741,0.109372735
742,0.118781894
743,0.35359418
744,0.48763296
745,0.4470946
746,0.2931437
747,0.3881042
748,0.500422
749,0.118781894
750,0.33376807
751,0.13330929
752,0.27973264
753,0.11690228
754,1.4585595
755,0.4041654
756,0.118781894
757,0.3967641
758,0.1136653
759,0.12305183
760,0.73226523
761,0.25699902
762,0.12199358
763,1.6139715
764,0.27973264
765,0.13245632
766,0.20324786
767,0.33405054
768,0.5550534
769,0.31252813
770,0.118781894
771,0.118781894
772,0.20324786
773,0.118781894
774,0.118781894
775,0.118781894
776,0.35359418
777,0.35359418
778,0.118781894
779,0.35359418
780,0.118781894
781,0.9309696
782,0.76647854
783,0.35359418
784,0.118781894
785,0.9309696
786,2.0309112
787,1.044295
788,0.118781894
789,0.35359418
790,0.118781894
791,0.118781894
792,0.118781894
793,2.7208476
794,0.118781894
795,0.118781894
796,0.118781894
797,0.35359418
798,0.118781894
799,1.3244073
800,0.35359418
801,0.15229821
802,0.118781894
803,0.118781894
804,0.15589994
805,0.118781894
806,0.10641655
807,0.21335597
808,0.38352278
809,0.118781894
810,0.32528135
811,0.39195782
812,0.3561225
813,0.13245632
814,0.11220712
815,0.37077647
816,0.17011803
817,0.118781894
818,0.118781894
819,0.12846944
820,0.20156774
821,0.113626406
822,0.3845769
823,0.118781894
824,0.21566233
825,0.3554481
826,0.15241651
827,0.118781894
828,0.11216554
829,0.16092299
830,0.9309696
831,0.1923387
832,0.12375208
833,0.38061154
834,0.9309696
835,0.15615344
836,0.118781894
837,0.7609006
838,0.47803646
839,0.118371524
840,0.118781894
841,0.1923387
842,0.1244624
843,0.118781894
844,0.2931437
845,0.118781894
846,0.12086834
847,0.35359418
848,0.12955827
849,0.1273866
850,0.15182103
851,0.118781894
852,0.38990825
853,0.118781894
854,0.2931437
855,0.65854514
856,0.35359418
857,0.91894877
858,0.118781894
859,0.73864746
860,0.12323399
861,0.118781894
862,0.20324786
863,0.35359418
864,0.36039415
865,0.5071449
866,0.34127408
867,0.11714241
868,0.944157
869,0.1534647
870,0.7259376
871,0.16976191
872,0.15393408
873,0.29745114
874,0.3791783
875,1.0349758
876,0.14991364
877,0.1136653
878,0.2456581
879,0.4470946
880,0.10757853
881,0.35359418
882,0.48608887
883,1.2626139
884,0.57966983
885,0.70625174
886,0.20487177
887,0.28336474
888,0.18997389
889,0.12112129
890,0.3148331
891,0.3955518
892,0.11576779
893,0.12385178
894,0.2931437
895,0.20324786
896,0.118781894
897,0.13432436
898,0.10968022
899,0.4470946
900,0.10670779
901,1.0422971
902,0.13245632
903,0.118781894
904,0.4279479
905,0.33056223
906,1.8217759
907,0.2373541
908,0.26164308
909,0.118781894
910,0.1963199
911,0.10043824
912,1.2472336
913,0.4248811
914,0.118781894
915,0.15747994
916,0.16553013
917,0.11487737
918,0.1584649
919,0.3474451
920,0.118781894
921,0.9488839
922,0.13245632
923,0.11714241
924,0.33230096
925,0.2066418
926,0.30119264
927,0.13898388
928,0.3487486
929,0.33397377
930,0.118781894
931,0.118781894
932,0.3886025
933,0.29141444
934,0.118781894
935,0.20324786
936,0.35359418
937,0.82973766
938,0.1340259
939,0.15842439
940,0.15241651
941,0.22977823
942,0.118781894
943,0.42485464
944,0.11576779
945,0.118781894
946,0.19461507
947,0.11587763
948,0.35359418
949,0.11335291
950,0.20324786
951,0.118781894
952,0.116355136
953,0.118781894
954,0.20636076
955,0.35359418
956,0.31590578
957,0.11488761
958,0.7966012
959,0.118781894
960,0.118781894
961,0.15625708
962,0.33256364
963,0.15241651
964,0.15241651
965,0.118781894
966,0.21560684
967,0.118781894
968,0.1174081
969,0.118404575
970,0.118781894
971,0.11150603
972,0.11016017
973,0.45377702
974,0.125033
975,0.11356855
976,0.3456416
977,0.91947496
978,0.2378373
979,0.8473979
980,0.32690436
981,0.2928724
982,0.48494908
983,0.11104474
984,0.118781894
985,0.46450686
986,0.1923387
987,0.4000732
988,0.11966574
989,0.118781894
990,0.118781894
991,0.25974113
992,0.24353628
993,0.9309696
994,0.6207621
995,0.13070257
996,0.118781894
997,0.12689422
998,0.21653473
999,0.12781076
1000,0.7402427
1001,0.16039959
1002,0.56484836
1003,0.118781894
1004,0.20195845
1005,0.15008718
1006,0.118781894
1007,0.119438365
1008,0.63568866
1009,0.19224724
1010,0.1976995
1011,0.3561225
1012,0.41158992
1013,1.4230517
1014,0.118781894
1015,0.118781894
1016,0.118781894
1017,0.118781894
1018,0.11015451
1019,0.20324786
1020,0.118781894
1021,0.2278133
1022,0.10828225
1023,0.098054275
1024,0.4223048
1025,0.118294254
1026,0.48349136
1027,0.20328328
1028,0.118781894
1029,0.123332016
1030,0.12288734
1031,0.35359418
1032,1.7924075
1033,0.118781894
1034,0.53082746
1035,0.20057435
1036,0.121938184
1037,1.0941653
1038,0.118781894
1039,0.10332622
1040,0.4419879
1041,0.118781894
1042,0.118781894
1043,0.11917975
1044,0.23790044
1045,0.20324786
1046,0.48796603
1047,0.20324786
1048,0.18334493
1049,0.118781894
1050,0.118781894
1051,0.118781894
1052,0.118781894
1053,0.118781894
1054,0.118781894
1055,0.33912915
1056,0.37947142
1057,0.118781894
1058,0.118781894
1059,1.2184741
1060,0.14993969
1061,0.118781894
1062,0.11128852
1063,0.1655981
1064,0.20583995
1065,0.10254553
1066,0.25351515
1067,0.39588684
1068,0.1369721
1069,0.35359418
1070,0.15094782
1071,0.105461635
1072,0.118781894
1073,0.20324786
1074,0.20324786
1075,0.20324786
1076,0.15084651
1077,0.118781894
1078,0.118781894
1079,0.18577999
1080,0.113722816
1081,0.118781894
1082,0.11464085
1083,0.11857054
1084,0.19340211
1085,0.11109577
1086,0.118781894
1087,0.14197625
1088,0.3886025
1089,0.44123727
1090,1.6139715
1091,0.118781894
1092,0.50694555
1093,0.04123108
1094,0.15241651
1095,0.16251457
1096,0.15241651
1097,0.12724128
1098,0.118781894
1099,0.10236033
1100,0.19013384
1101,0.20324786
1102,0.23858166
1103,0.83696926
1104,1.2610393
1105,0.13641094
1106,0.118781894
1107,0.6750108
1108,0.113626406
1109,0.118781894
1110,0.14694667
1111,0.118781894
1112,0.2039224
1113,0.118781894
1114,0.3479647
1115,0.11257875
1116,0.15241651
1117,0.118781894
1118,0.11414558
1119,0.12883072
1120,0.34943062
1121,0.13333881
1122,0.14411037
1123,0.118781894
1124,0.12086834
1125,0.15448777
1126,0.4106552
1127,0.11164481
1128,0.14860143
1129,0.34685308
1130,0.21641338
1131,0.118781894
1132,0.11766981
1133,0.12115989
1134,0.20593654
1135,0.11004344
1136,0.16571498
1137,0.93587005
1138,0.24550259
1139,0.12658305
1140,0.21257578
1141,0.11212224
1142,0.11549249
1143,0.1244624
1144,0.10205524
1145,0.45908767
1146,0.08394429
1147,0.118781894
1148,0.118781894
1149,0.19061776
1150,0.12086834
1151,0.23101746
1152,0.118781894
1153,0.33240646
1154,0.6011994
1155,0.35359418
1156,0.14763795
1157,1.860811
1158,1.3664253
1159,0.10664144
1160,0.17053315
1161,0.37714207
1162,0.1823931
1163,0.118781894
1164,0.11910689
1165,0.118781894
1166,0.118781894
1167,0.118781894
1168,0.118781894
1169,0.118781894
1170,0.35359418
1171,0.118781894
1172,0.118781894
1173,0.0853423
1174,0.118781894
1175,0.118781894
1176,0.118781894
1177,0.11574743
1178,0.18796016
1179,0.12002602
1180,0.45099375
1181,0.10632152
1182,0.15241651
1183,0.118781894
1184,0.121034935
1185,0.1221568
1186,0.118781894
1187,0.118781894
1188,0.113975115
1189,0.9309696
1190,0.1299525
1191,0.11332241
1192,0.118781894
1193,0.9991591
1194,0.12142037
1195,0.21577105
1196,0.12086834
1197,0.11514728
1198,0.118781894
1199,0.2768374
1200,0.12643155
1201,0.118781894
1202,0.103664756
1203,0.4544669
1204,0.118781894
1205,0.77305424
1206,0.118294254
1207,0.118781894
1208,0.11985411
1209,0.07139684
1210,0.19185475
1211,0.1225591
1212,1.8791975
1213,0.5358747
1214,0.4131257
1215,0.16099782
1216,0.49411762
1217,0.3785829
1218,0.16542077
1219,0.11876042
1220,0.118781894
1221,0.118781894
1222,0.109893575
1223,0.11464085
1224,0.20349035
1225,0.118781894
1226,0.1531911
1227,0.118781894
1228,0.24823913
1229,0.19073582
1230,0.118781894
1231,0.438346
1232,0.1868003
1233,0.17272557
1234,0.118294254
1235,0.27973264
1236,0.20879495
1237,0.393467
1238,0.118781894
1239,0.9309696
1240,0.11274515
1241,0.35982794
1242,0.20116378
1243,0.35359418
1244,0.15241651
1245,0.1244624
1246,0.67253816
1247,0.1949355
1248,0.33492506
1249,0.10688986
1250,0.20108187
1251,0.118781894
1252,0.136897
1253,0.35359418
1254,0.66235137
1255,0.066635676
1256,0.3895057
1257,0.11876042
1258,0.118781894
1259,0.118781894
1260,0.118781894
1261,0.17788292
1262,0.118781894
1263,0.1147217
1264,1.2714795
1265,0.18802361
1266,0.15463166
1267,0.4963872
1268,0.10050582
1269,0.12047146
1270,0.36387432
1271,0.19461507
1272,0.11329161
1273,0.19484481
1274,0.118781894
1275,0.10862569
1276,0.35633934
1277,0.118781894
1278,0.118781894
1279,0.6259007
1280,0.09530187
1281,0.156153
1282,0.109472916
1283,0.19828844
1284,0.9206077
1285,0.15299739
1286,0.11421568
1287,0.531492
1288,0.11463314
1289,0.393467
1290,0.16039959
1291,1.2241917
1292,0.1965177
1293,0.21142143
1294,0.49651808
1295,0.24760549
1296,0.18162277
1297,0.35359418
1298,0.6011237
1299,0.23668961
1300,0.23668961
1301,0.24081615
1302,0.15377218
1303,0.118781894
1304,0.83696926
1305,0.35359418
1306,0.103285305
1307,0.09080971
1308,0.35359418
1309,0.118781894
1310,0.118781894
1311,0.1877195
1312,0.771551
1313,0.20742327
1314,0.3279998
1315,0.118781894
1316,0.45753974
1317,0.19969061
1318,0.84102285
1319,0.11228115
1320,0.20324786
1321,0.15241651
1322,0.118781894
1323,0.28690726
1324,0.12167673
1325,0.5971271
1326,0.118781894
1327,0.118781894
1328,0.13336729
1329,0.11876042
1330,0.118781894
1331,0.121425435
1332,0.118781894
1333,1.7890598
1334,0.109115854
1335,0.1147173
1336,0.118781894
1337,0.39475352
1338,0.1923387
1339,0.19583696
1340,0.118781894
1341,0.118781894
1342,0.3797174
1343,0.11488761
1344,0.118781894
1345,0.116355136
1346,0.118781894
1347,0.16976191
1348,0.13245632
1349,0.6089387
1350,0.118781894
1351,0.20324786
1352,0.118781894
1353,0.16976191
1354,0.16103129
1355,0.35359418
1356,0.20324786
1357,0.1997384
1358,0.117718264
1359,0.68643713
1360,0.6259007
1361,0.35359418
1362,0.12268123
1363,0.1575156
1364,0.23608169
1365,0.3996986
1366,0.11363836
1367,0.16524263
1368,0.22236934
1369,0.118781894
1370,0.118781894
1371,0.118781894
1372,0.11332241
1373,0.35359418
1374,0.118781894
1375,0.35359418
1376,0.34177536
1377,0.118781894
1378,0.16605815
1379,0.20324786
1380,0.20179813
1381,0.112237535
1382,0.20268402
1383,0.30139297
1384,0.12007984
1385,0.35359418
1386,0.17560518
1387,0.12555623
1388,0.103710234
1389,0.118781894
1390,0.11408374
1391,0.11867237
1392,0.15471175
1393,0.118781894
1394,0.118781894
1395,0.34049875
1396,0.118781894
1397,0.24602449
1398,0.20186183
1399,0.12433827
1400,0.118781894
1401,0.118781894
1402,0.15241651
1403,0.5349363
1404,0.118781894
1405,0.118781894
1406,0.11394368
1407,0.118781894
1408,0.109354675
1409,0.118781894
1410,0.20324786
1411,0.13543011
1412,0.11333844
1413,0.15241651
1414,0.11332241
1415,0.10446207
1416,0.19228585
1417,0.23763993
1418,0.1263654
1419,0.20899624
1420,0.118781894
1421,0.2953635
1422,0.12150746
1423,0.11603549
1424,0.117065445
1425,0.11714241
1426,0.118781894
1427,0.1244624
1428,0.11084241
1429,0.14890091
1430,0.118781894
1431,0.14791737
1432,0.118781894
1433,0.114918664
1434,0.118781894
1435,0.11036435
1436,0.118781894
1437,0.118781894
1438,0.118781894
1439,0.118781894
1440,0.118781894
1441,0.118781894
1442,0.1544893
1443,0.32747853
1444,0.118781894
1445,0.11864933
1446,0.118781894
1447,0.118781894
1448,0.118781894
1449,0.20324786
1450,0.118781894
1451,0.103902206
1452,0.200566
1453,0.15241651
1454,0.118781894
1455,0.118781894
1456,0.1305623
1457,0.118781894
1458,0.3464458
1459,0.6259007
1460,0.14407803
1461,0.12242744
1462,0.4195311
1463,0.118781894
1464,0.14278632
1465,0.14737192
1466,0.36538562
1467,0.118781894
1468,0.20324786
1469,0.17089747
1470,0.15602563
1471,0.15766113
1472,0.24452528
1473,0.20324786
1474,0.4202898
1475,0.35465676
1476,0.15241651
1477,0.38658813
1478,0.11381495
1479,0.35359418
1480,0.14150503
1481,0.11972577
1482,0.4470946
1483,0.118781894
1484,0.10320053
1485,0.124555
1486,0.156223
1487,0.11019498
1488,0.10894358
1489,0.31853223
1490,0.10925302
1491,0.21372966
1492,0.15527666
1493,0.118781894
1494,0.35359418
1495,0.11381495
1496,0.111880064
1497,2.5030806
1498,0.3343189
1499,0.11714241
1500,0.11332241
1501,0.119861305
1502,0.35359418
1503,0.118781894
1504,0.12836182
1505,0.118781894
1506,0.2034835
1507,0.118781894
1508,0.12502626
1509,0.17243357
1510,0.115676835
1511,0.13196094
1512,0.118781894
1513,0.118781894
1514,0.35359418
1515,0.118781894
1516,0.118781894
1517,0.1129321
1518,0.2054071
1519,0.11436544
1520,0.118781894
1521,0.35359418
1522,0.3342954
1523,0.109353766
1524,0.36538562
1525,0.118781894
1526,0.12545456
1527,0.15241651
1528,0.11204757
1529,0.115780026
1530,0.14025629
1531,0.35359418
1532,0.35483485
1533,0.118781894
1534,0.118781894
1535,0.118781894
1536,0.43638763
1537,0.118781894
1538,0.35359418
1539,0.35170662
1540,0.118781894
1541,0.118781894
1542,0.118781894
1543,0.10109095
1544,0.12086834
1545,0.118781894
1546,0.118781894
1547,0.11545944
1548,0.22815794
1549,0.11705405
1550,0.118781894
1551,0.35359418
1552,0.118781894
1553,0.116355136
1554,0.118781894
1555,0.21682055
1556,0.20324786
1557,0.118781894
1558,0.35359418
1559,0.11768328
1560,0.15241651
1561,0.20324786
1562,0.118781894
1563,0.20324786
1564,0.118781894
1565,0.118781894
1566,0.18162277
1567,0.11053365
1568,0.118781894
1569,0.118781894
1570,0.118781894
1571,0.118781894
1572,0.118781894
1573,0.118781894
1574,0.38340282
1575,0.118781894
1576,0.118781894
1577,0.118781894
1578,0.0975523
1579,0.118781894
1580,0.118781894
1581,0.118781894
1582,0.48579085
1583,0.18145521
1584,0.21214642
1585,0.118781894
1586,0.118781894
1587,0.20324786
1588,0.118781894
1589,0.10487749
1590,0.11004344
1591,0.118781894
1592,0.118781894
1593,0.11381495
1594,0.118781894
1595,0.118781894
1596,0.118781894
1597,0.118781894
1598,0.118781894
1599,0.118781894
1600,0.118781894
1601,0.118781894
1602,0.13245632
1603,0.118781894
1604,0.118781894
1605,0.11329161
1606,0.118781894
1607,0.118781894
1608,0.35359418
1609,0.35359418
1610,0.118781894
1611,0.118781894
1612,0.118781894
1613,0.27714816
1614,0.118781894
1615,0.3881042
1616,0.118781894
1617,0.118781894
1618,0.4207344
1619,0.118781894
1620,0.1191784
1621,0.44104218
1622,0.118781894
1623,0.118781894
1624,0.118781894
1625,0.118781894
1626,0.118781894
1627,0.62543684
1628,0.11714241
1629,0.118781894
1630,0.118781894
1631,0.118781894
1632,0.118781894
1633,0.118781894
1634,0.118781894
1635,0.118781894
1636,0.118781894
1637,0.118781894
1638,0.14904518
1639,0.118781894
1640,0.11992201
1641,0.118781894
1642,0.118781894
1643,0.113159396
1644,0.20234913
1645,0.118781894
1646,0.15241651
1647,0.5240543
1648,0.118781894
1649,0.118781894
1650,0.118781894
1651,0.12250909
1652,0.118781894
1653,0.4470946
1654,0.6259007
1655,0.20899624
1656,0.3859234
1657,0.20093462
1658,0.118781894
1659,0.4241131
1660,0.118781894
1661,0.11343402
1662,0.118781894
1663,0.118781894
1664,0.780686
1665,0.118781894
1666,0.11992201
1667,0.118781894
