id,target
300187,0.53246576
300188,0.7053614
300189,0.1930204
300190,0.4795562
300191,0.73649424
300192,0.49231878
300193,0.07854858
300194,0.42208794
300195,0.11558222
300196,0.7214672
300197,0.4568355
300198,0.2020944
300199,0.29485023
300200,0.5025264
300201,0.5060841
300202,0.44935587
300203,0.6888856
300204,0.7203696
300205,0.56638026
300206,0.4783621
300207,0.55703807
300208,0.53896594
300209,0.49046606
300210,0.4792149
300211,0.5964557
300212,0.2620723
300213,0.46554992
300214,0.3087762
300215,0.39473805
300216,0.38103065
300217,0.6839402
300218,0.20599408
300219,0.14777215
300220,0.2609634
300221,0.37264463
300222,0.12126978
300223,0.58674276
300224,0.35403013
300225,0.24853803
300226,0.5850828
300227,0.39778417
300228,0.30195487
300229,0.30263484
300230,0.53752273
300231,0.14119852
300232,0.22338264
300233,0.6562938
300234,0.51532614
300235,0.5368138
300236,0.34866726
300237,0.52772635
300238,0.27425802
300239,0.4786934
300240,0.285509
300241,0.2400192
300242,0.60728467
300243,0.6972533
300244,0.4727798
300245,0.22342859
300246,0.9101794
300247,0.4360665
300248,0.73388773
300249,0.19695818
300250,0.67186993
300251,0.86265695
300252,0.18808103
300253,0.5246885
300254,0.79787934
300255,0.63206005
300256,0.6211163
300257,0.28746808
300258,0.36420345
300259,0.6500889
300260,0.68485194
300261,0.53011876
300262,0.46832097
300263,0.64389163
300264,0.732332
300265,0.3629171
300266,0.58619726
300267,0.39777213
300268,0.32868618
300269,0.4906405
300270,0.76503426
300271,0.31593025
300272,0.76572216
300273,0.32295313
300274,0.91550845
300275,0.41462138
300276,0.53378457
300277,0.8426569
300278,0.25909993
300279,0.42229393
300280,0.31238586
300281,0.25571162
300282,0.36080983
300283,0.17813082
300284,0.43347758
300285,0.48101857
300286,0.23546489
300287,0.43003798
300288,0.6082275
300289,0.7130959
300290,0.7417821
300291,0.31054604
300292,0.53116506
300293,0.82274723
300294,0.12703583
300295,0.26837015
300296,0.8330538
300297,0.24176179
300298,0.4551454
300299,0.5880987
300300,0.5484327
300301,0.7821533
300302,0.2691788
300303,0.29224366
300304,0.7741287
300305,0.5797435
300306,0.517733
300307,0.47521946
300308,0.42155635
300309,0.38921335
300310,0.4769576
300311,0.12793902
300312,0.35493436
300313,0.39019778
300314,0.47783482
300315,0.61272025
300316,0.44319135
300317,0.4437718
300318,0.24819979
300319,0.74017674
300320,0.6426548
300321,0.449115
300322,0.57652473
300323,0.15645358
300324,0.33421797
300325,0.51122683
300326,0.2538592
300327,0.4690665
300328,0.39030376
300329,0.63763314
300330,0.27943447
300331,0.23336741
300332,0.22008078
300333,0.60842514
300334,0.3802218
300335,0.38042903
300336,0.7450647
300337,0.90316886
300338,0.491196
300339,0.46499777
300340,0.7573716
300341,0.54993504
300342,0.4228145
300343,0.17364244
300344,0.7119747
300345,0.47729802
300346,0.42294082
300347,0.62743956
300348,0.6357686
300349,0.5285711
300350,0.7842172
300351,0.5211623
300352,0.34595028
300353,0.56377757
300354,0.68171287
300355,0.42114946
300356,0.16757406
300357,0.682734
300358,0.3901218
300359,0.7770041
300360,0.18989587
300361,0.71941423
300362,0.2755172
300363,0.71816814
300364,0.1613042
300365,0.54798114
300366,0.28020495
300367,0.29082572
300368,0.561718
300369,0.333351
300370,0.15472649
300371,0.4483378
300372,0.46062952
300373,0.5047362
300374,0.5945379
300375,0.9458281
300376,0.6109378
300377,0.24332432
300378,0.62132055
300379,0.16506086
300380,0.21200883
300381,0.52936316
300382,0.3549823
300383,0.5421241
300384,0.6845103
300385,0.48338288
300386,0.3340419
300387,0.26432422
300388,0.2896801
300389,0.7131394
300390,0.5158625
300391,0.33250627
300392,0.38732466
300393,0.16211398
300394,0.55858326
300395,0.54208314
300396,0.42505506
300397,0.6059174
300398,0.59189034
300399,0.70419925
300400,0.6945447
300401,0.64119107
300402,0.5412705
300403,0.58719105
300404,0.61969274
300405,0.7434834
300406,0.38479155
300407,0.31866434
300408,0.39288712
300409,0.72795457
300410,0.30692813
300411,0.22411872
300412,0.5710531
300413,0.38832295
300414,0.5000281
300415,0.51913905
300416,0.3871966
300417,0.6577991
300418,0.165988
300419,0.4913665
300420,0.34533203
300421,0.38039985
300422,0.19648476
300423,0.12702146
300424,0.35983598
300425,0.32856855
300426,0.58013755
300427,0.40406978
300428,0.3010053
300429,0.31345937
300430,0.27536526
300431,0.2152041
300432,0.20706035
300433,0.3336468
300434,0.6332481
300435,0.35730496
300436,0.35654578
300437,0.13491297
300438,0.1984501
300439,0.40224713
300440,0.43655255
300441,0.34741065
300442,0.7729849
300443,0.4188924
300444,0.46408242
300445,0.09845189
300446,0.70835483
300447,0.5141591
300448,0.6776762
300449,0.63176394
300450,0.348417
300451,0.80302936
300452,0.79841727
300453,0.6041539
300454,0.48392627
300455,0.46663854
300456,0.43780723
300457,0.66664124
300458,0.7453629
300459,0.10104877
300460,0.7369976
300461,0.5698895
300462,0.38409686
300463,0.42643625
300464,0.66723853
300465,0.32826635
300466,0.36238542
300467,0.5407113
300468,0.16760233
300469,0.43893462
300470,0.38843858
300471,0.79928917
300472,0.777853
300473,0.5577854
300474,0.65116096
300475,0.44737047
300476,0.5758923
300477,0.5039927
300478,0.37370422
300479,0.18609929
300480,0.10243022
300481,0.54877883
300482,0.54878926
300483,0.5541345
300484,0.33985457
300485,0.10282906
300486,0.7359965
300487,0.38825765
300488,0.4103167
300489,0.40228888
300490,0.44260624
300491,0.26760802
300492,0.69812024
300493,0.4005394
300494,0.37032872
300495,0.14430054
300496,0.3160357
300497,0.19732463
300498,0.62779313
300499,0.79814607
300500,0.24790731
300501,0.61868656
300502,0.24185793
300503,0.64229983
300504,0.28980392
300505,0.4566523
300506,0.80535966
300507,0.23314273
300508,0.42942747
300509,0.3861078
300510,0.49074674
300511,0.15364024
300512,0.12927681
300513,0.4729162
300514,0.538683
300515,0.48559448
300516,0.36122635
300517,0.16877605
300518,0.7625461
300519,0.18614897
300520,0.2819509
300521,0.38162276
300522,0.5263595
300523,0.48254198
300524,0.57645065
300525,0.4161882
300526,0.5827868
300527,0.23588052
300528,0.6438134
300529,0.47595787
300530,0.5314425
300531,0.33350176
300532,0.54839724
300533,0.41561168
300534,0.48963478
300535,0.35498664
300536,0.573325
300537,0.51004815
300538,0.63793415
300539,0.6859777
300540,0.37977546
300541,0.5676655
300542,0.42613226
300543,0.2753
300544,0.16946678
300545,0.56593037
300546,0.5955698
300547,0.5287268
300548,0.54318935
300549,0.44725668
300550,0.24202713
300551,0.44214624
300552,0.44910598
300553,0.1823021
300554,0.2017945
300555,0.563315
300556,0.29008
300557,0.47448713
300558,0.38715464
300559,0.116942406
300560,0.5641634
300561,0.3257407
300562,0.37878987
300563,0.535553
300564,0.1854781
300565,0.57712907
300566,0.71756107
300567,0.19322574
300568,0.31440955
300569,0.29017144
300570,0.4520596
300571,0.5770042
300572,0.39530468
300573,0.42301926
300574,0.5217559
300575,0.66724586
300576,0.47853982
300577,0.39727795
300578,0.28275087
300579,0.30666873
300580,0.29484087
300581,0.59081995
300582,0.46385655
300583,0.69211644
300584,0.43139866
300585,0.5501521
300586,0.4168816
300587,0.8576814
300588,0.6476162
300589,0.55202264
300590,0.4240488
300591,0.49817526
300592,0.6478415
300593,0.44633093
300594,0.6947453
300595,0.28944755
300596,0.7373048
300597,0.8255085
300598,0.2646105
300599,0.7376671
300600,0.77574337
300601,0.4926919
300602,0.556594
300603,0.29874712
300604,0.40108556
300605,0.49479622
300606,0.31145248
300607,0.25543272
300608,0.466732
300609,0.698592
300610,0.42963165
300611,0.40477207
300612,0.41414237
300613,0.7498928
300614,0.5062636
300615,0.44200295
300616,0.49757636
300617,0.49185163
300618,0.47379214
300619,0.46545455
300620,0.73831755
300621,0.59662074
300622,0.60679656
300623,0.6107268
300624,0.65838045
300625,0.42528608
300626,0.56751096
300627,0.5786296
300628,0.23585162
300629,0.6706657
300630,0.26189724
300631,0.38835895
300632,0.27902973
300633,0.42170393
300634,0.7523096
300635,0.32130164
300636,0.28731588
300637,0.16652963
300638,0.30650192
300639,0.20237209
300640,0.46756437
300641,0.13086325
300642,0.7150081
300643,0.44093135
300644,0.48622972
300645,0.15242873
300646,0.31947842
300647,0.32972717
300648,0.7418008
300649,0.6040711
300650,0.31985974
300651,0.23507732
300652,0.48095977
300653,0.6251115
300654,0.33070996
300655,0.30221343
300656,0.15982005
300657,0.5692826
300658,0.50078696
300659,0.48759285
300660,0.3588782
300661,0.3665809
300662,0.64015025
300663,0.25656113
300664,0.53090775
300665,0.23887397
300666,0.7826022
300667,0.71163666
300668,0.5977159
300669,0.39805582
300670,0.36949062
300671,0.7470508
300672,0.7665193
300673,0.4074809
300674,0.080816016
300675,0.36420718
300676,0.20392781
300677,0.34615737
300678,0.33756614
300679,0.34457937
300680,0.55631566
300681,0.49408123
300682,0.4602037
300683,0.5170356
300684,0.8267244
300685,0.6922996
300686,0.28182352
300687,0.19391793
300688,0.68970984
300689,0.34647486
300690,0.24348094
300691,0.1352087
300692,0.2545916
300693,0.66034997
300694,0.71091205
300695,0.3274239
300696,0.72012967
300697,0.42529488
300698,0.370866
300699,0.5454691
300700,0.42272016
300701,0.19891535
300702,0.20853688
300703,0.33629525
300704,0.5491988
300705,0.46427006
300706,0.24819683
300707,0.5090131
300708,0.22069035
300709,0.56237245
300710,0.45148838
300711,0.69827
300712,0.31339458
300713,0.5848413
300714,0.29431173
300715,0.3935735
300716,0.8060571
300717,0.17179967
300718,0.23403324
300719,0.476868
300720,0.57464
300721,0.3703415
300722,0.0918447
300723,0.650848
300724,0.49196595
300725,0.40229303
300726,0.44097164
300727,0.50990367
300728,0.17493148
300729,0.43758473
300730,0.12856528
300731,0.47153115
300732,0.30419248
300733,0.4684059
300734,0.30934384
300735,0.25636396
300736,0.6038609
300737,0.6756751
300738,0.45032126
300739,0.5002462
300740,0.5815813
300741,0.712839
300742,0.29265583
300743,0.39583507
300744,0.70552254
300745,0.34404933
300746,0.810476
300747,0.13915725
300748,0.13675492
300749,0.64823496
300750,0.8529108
300751,0.30136958
300752,0.34800133
300753,0.7942363
300754,0.05849972
300755,0.3467908
300756,0.6973204
300757,0.33986026
300758,0.27343887
300759,0.39327112
300760,0.3514263
300761,0.47116688
300762,0.3546779
300763,0.6228668
300764,0.17890793
300765,0.26060647
300766,0.41226086
300767,0.57161385
300768,0.5110902
300769,0.5487099
300770,0.5559958
300771,0.5597907
300772,0.59579766
300773,0.40352803
300774,0.29165456
300775,0.2955691
300776,0.701457
300777,0.43716297
300778,0.47459236
300779,0.30341676
300780,0.12891135
300781,0.642569
300782,0.495659
300783,0.60392666
300784,0.2944856
300785,0.56786114
300786,0.07077302
300787,0.20141654
300788,0.37393087
300789,0.32700306
300790,0.36796764
300791,0.6775619
300792,0.19448398
300793,0.2761152
300794,0.40697935
300795,0.6023321
300796,0.39411157
300797,0.7652302
300798,0.2962789
300799,0.36568105
300800,0.5302136
300801,0.59152895
300802,0.3269799
300803,0.22218615
300804,0.26498514
300805,0.6046497
300806,0.18547265
300807,0.6728266
300808,0.7104025
300809,0.4636177
300810,0.2661744
300811,0.50364846
300812,0.26128042
300813,0.21269985
300814,0.33380383
300815,0.56090343
300816,0.39828882
300817,0.81674373
300818,0.72236127
300819,0.4609646
300820,0.30374816
300821,0.32619175
300822,0.28738832
300823,0.7675832
300824,0.3482928
300825,0.834801
300826,0.72386754
300827,0.27576983
300828,0.07669606
300829,0.5692931
300830,0.6131002
300831,0.21758075
300832,0.25189483
300833,0.5230271
300834,0.5476031
300835,0.26354635
300836,0.7524904
300837,0.55628926
300838,0.16178477
300839,0.28920934
300840,0.5422063
300841,0.16117488
300842,0.54199064
300843,0.87221974
300844,0.49525726
300845,0.22020788
300846,0.7108242
300847,0.48824307
300848,0.5501902
300849,0.31310016
300850,0.66195756
300851,0.450268
300852,0.27186632
300853,0.4060052
300854,0.41723034
300855,0.2775344
300856,0.6634549
300857,0.40589455
300858,0.2478831
300859,0.692903
300860,0.26832512
300861,0.17342037
300862,0.6195273
300863,0.7396928
300864,0.7151958
300865,0.19766329
300866,0.68864006
300867,0.8225323
300868,0.52385515
300869,0.6080058
300870,0.26501304
300871,0.06216762
300872,0.8738489
300873,0.4989865
300874,0.3592497
300875,0.7344979
300876,0.65502656
300877,0.35287392
300878,0.8001282
300879,0.52634275
300880,0.12843262
300881,0.7683403
300882,0.515167
300883,0.59832186
300884,0.59298795
300885,0.55388606
300886,0.39871788
300887,0.7136101
300888,0.3592261
300889,0.5116179
300890,0.46132386
300891,0.603625
300892,0.5708253
300893,0.6005707
300894,0.560953
300895,0.60138726
300896,0.4988169
300897,0.3933601
300898,0.39242637
300899,0.15395206
300900,0.53176916
300901,0.26944098
300902,0.5369128
300903,0.21732354
300904,0.41803357
300905,0.48544094
300906,0.6109327
300907,0.406956
300908,0.87595356
300909,0.20155221
300910,0.68344516
300911,0.6640219
300912,0.39208645
300913,0.77527475
300914,0.80891514
300915,0.17459051
300916,0.32638693
300917,0.35637558
300918,0.5915962
300919,0.48158738
300920,0.3932575
300921,0.37744838
300922,0.80676985
300923,0.23600657
300924,0.32793832
300925,0.2301732
300926,0.4931858
300927,0.52768886
300928,0.7455961
300929,0.48857516
300930,0.23131569
300931,0.620783
300932,0.66535604
300933,0.22361974
300934,0.57027197
300935,0.46729308
300936,0.70756686
300937,0.75112414
300938,0.40112975
300939,0.4751817
300940,0.68901145
300941,0.2371773
300942,0.5072525
300943,0.58565867
300944,0.3510256
300945,0.6072652
300946,0.1601938
300947,0.14501469
300948,0.5593888
300949,0.3348409
300950,0.33869734
300951,0.53919524
300952,0.5643336
300953,0.69273853
300954,0.535416
300955,0.6015976
300956,0.64390856
300957,0.48152852
300958,0.4723743
300959,0.6068511
300960,0.5272468
300961,0.5437893
300962,0.49866983
300963,0.72351724
300964,0.18192829
300965,0.3182026
300966,0.5785717
300967,0.5378634
300968,0.3897794
300969,0.34761098
300970,0.35291913
300971,0.6059629
300972,0.106732324
300973,0.6898163
300974,0.29809463
300975,0.5171817
300976,0.5022692
300977,0.28015947
300978,0.7939969
300979,0.8174388
300980,0.36598617
300981,0.15708883
300982,0.36708012
300983,0.46363112
300984,0.16626611
300985,0.4593296
300986,0.39835516
300987,0.4620401
300988,0.1320425
300989,0.42268082
300990,0.1854627
300991,0.5634172
300992,0.60676837
300993,0.53436506
300994,0.4025647
300995,0.4569508
300996,0.5034778
300997,0.260353
300998,0.62975
300999,0.67147624
301000,0.21397659
301001,0.70338434
301002,0.42323354
301003,0.23730344
301004,0.49524698
301005,0.6502187
301006,0.30603895
301007,0.44550866
301008,0.18483737
301009,0.48867434
301010,0.5448955
301011,0.6721807
301012,0.828819
301013,0.2112019
301014,0.70126534
301015,0.49545604
301016,0.63346183
301017,0.2301861
301018,0.41889304
301019,0.5113179
301020,0.595525
301021,0.24885088
301022,0.4990409
301023,0.418227
301024,0.31068283
301025,0.28939062
301026,0.28718442
301027,0.121860534
301028,0.652589
301029,0.70068246
301030,0.50573623
301031,0.38899025
301032,0.46262017
301033,0.34108508
301034,0.22267805
301035,0.24546766
301036,0.32863387
301037,0.4495784
301038,0.38959882
301039,0.38608587
301040,0.39417365
301041,0.4659729
301042,0.28572387
301043,0.6003007
301044,0.32856807
301045,0.49011245
301046,0.45613295
301047,0.66859806
301048,0.60329455
301049,0.763082
301050,0.7047859
301051,0.19707619
301052,0.33955112
301053,0.6819433
301054,0.15834047
301055,0.68806
301056,0.3879742
301057,0.6606249
301058,0.6355405
301059,0.6693043
301060,0.5228649
301061,0.58526576
301062,0.5665465
301063,0.3809793
301064,0.19304638
301065,0.4610134
301066,0.6206052
301067,0.442688
301068,0.6463397
301069,0.7455646
301070,0.57857376
301071,0.52725554
301072,0.540731
301073,0.16978276
301074,0.5621399
301075,0.7521343
301076,0.3687657
301077,0.57909083
301078,0.49649155
301079,0.6982657
301080,0.30107743
301081,0.44040152
301082,0.10275067
301083,0.3705089
301084,0.5995411
301085,0.49250343
301086,0.22770116
301087,0.38856778
301088,0.61482644
301089,0.46394315
301090,0.77554566
301091,0.70003945
301092,0.84180325
301093,0.15575607
301094,0.27105525
301095,0.2629262
301096,0.29289588
301097,0.6874074
301098,0.599112
301099,0.086710185
301100,0.5516898
301101,0.33274898
301102,0.22970608
301103,0.5069918
301104,0.29893845
301105,0.67992204
301106,0.47302562
301107,0.43605405
301108,0.2249685
301109,0.47053692
301110,0.13044654
301111,0.6957977
301112,0.8133684
301113,0.39775014
301114,0.6289756
301115,0.6697032
301116,0.5454135
301117,0.65733784
301118,0.15971464
301119,0.41963544
301120,0.4500355
301121,0.40744781
301122,0.41478792
301123,0.56375515
301124,0.80284524
301125,0.44533482
301126,0.09838636
301127,0.19759749
301128,0.30527514
301129,0.47655788
301130,0.16174908
301131,0.12933756
301132,0.6326402
301133,0.16858841
301134,0.18329692
301135,0.479336
301136,0.48859936
301137,0.30446076
301138,0.42439416
301139,0.48316577
301140,0.23795444
301141,0.611957
301142,0.6493856
301143,0.7897585
301144,0.49144548
301145,0.7303358
301146,0.86326903
301147,0.6277819
301148,0.7183718
301149,0.49419627
301150,0.10036267
301151,0.33608395
301152,0.45989367
301153,0.6130554
301154,0.1894333
301155,0.22750169
301156,0.7727512
301157,0.3345229
301158,0.74292684
301159,0.5087525
301160,0.62402946
301161,0.22265273
301162,0.45670757
301163,0.75653577
301164,0.2607323
301165,0.4065315
301166,0.36804467
301167,0.17780289
301168,0.23143883
301169,0.2283955
301170,0.52078754
301171,0.5035298
301172,0.27245528
301173,0.53725076
301174,0.38958246
301175,0.27807042
301176,0.5351512
301177,0.739982
301178,0.2121789
301179,0.4283659
301180,0.5061636
301181,0.37094927
301182,0.8750622
301183,0.25460982
301184,0.32173765
301185,0.47996426
301186,0.309921
301187,0.6187892
301188,0.4428854
301189,0.19701882
301190,0.79418015
301191,0.38048378
301192,0.3439366
301193,0.2550249
301194,0.3033974
301195,0.6278657
301196,0.8643134
301197,0.40903398
301198,0.44312721
301199,0.54638034
301200,0.38683942
301201,0.56438136
301202,0.6477205
301203,0.787273
301204,0.20734717
301205,0.5564608
301206,0.36086732
301207,0.2671595
301208,0.3783081
301209,0.83518
301210,0.40862417
301211,0.60980135
301212,0.29908723
301213,0.4757599
301214,0.8680414
301215,0.41809317
301216,0.83242804
301217,0.31533712
301218,0.7619808
301219,0.21510239
301220,0.49736467
301221,0.7426942
301222,0.18009548
301223,0.47891292
301224,0.86233824
301225,0.45774934
301226,0.4618714
301227,0.48145545
301228,0.34762526
301229,0.36888716
301230,0.43122402
301231,0.60350347
301232,0.6584161
301233,0.64383423
301234,0.6090207
301235,0.32733098
301236,0.30148473
301237,0.4068367
301238,0.30463225
301239,0.25735363
301240,0.38021255
301241,0.57168967
301242,0.3177685
301243,0.70548844
301244,0.53712374
301245,0.5230031
301246,0.47067532
301247,0.052089717
301248,0.12908846
301249,0.62683535
301250,0.3084299
301251,0.6357974
301252,0.22971916
301253,0.3949276
301254,0.3718977
301255,0.18454766
301256,0.62067777
301257,0.3598622
301258,0.744602
301259,0.5512496
301260,0.6592252
301261,0.5480285
301262,0.46202636
301263,0.26756185
301264,0.3111848
301265,0.75640637
301266,0.6046546
301267,0.2878208
301268,0.4341229
301269,0.45701206
301270,0.16556011
301271,0.39863852
301272,0.16730997
301273,0.87220436
301274,0.45024866
301275,0.21816586
301276,0.31885794
301277,0.2681042
301278,0.51193464
301279,0.42744124
301280,0.22873372
301281,0.5913605
301282,0.7560227
301283,0.2888042
301284,0.5740476
301285,0.29177165
301286,0.35228556
301287,0.20483445
301288,0.22718273
301289,0.3909161
301290,0.5041706
301291,0.58356774
301292,0.29657543
301293,0.53482586
301294,0.5043209
301295,0.49471495
301296,0.5765954
301297,0.581487
301298,0.19702816
301299,0.44909108
301300,0.5509218
301301,0.6320081
301302,0.6484586
301303,0.652612
301304,0.5491379
301305,0.63273996
301306,0.5439846
301307,0.4953422
301308,0.21950811
301309,0.3227126
301310,0.61296624
301311,0.19566986
301312,0.34954572
301313,0.2919594
301314,0.3900279
301315,0.47777048
301316,0.3467179
301317,0.40126237
301318,0.51318836
301319,0.71194094
301320,0.23763266
301321,0.32551685
301322,0.44124025
301323,0.239392
301324,0.18706658
301325,0.5878719
301326,0.44154882
301327,0.45524418
301328,0.5367692
301329,0.17459393
301330,0.53190297
301331,0.56218225
301332,0.3927148
301333,0.5561178
301334,0.40448618
301335,0.4405348
301336,0.29300174
301337,0.103012905
301338,0.42772868
301339,0.34948468
301340,0.7340892
301341,0.32395712
301342,0.54994935
301343,0.53225017
301344,0.37083608
301345,0.5197347
301346,0.40809974
301347,0.7096625
301348,0.67062104
301349,0.33227703
301350,0.8445003
301351,0.35835436
301352,0.28331277
301353,0.22643937
301354,0.56692547
301355,0.37547642
301356,0.5553181
301357,0.44933864
301358,0.6036799
301359,0.31931925
301360,0.41960093
301361,0.401647
301362,0.65581465
301363,0.50018066
301364,0.22241765
301365,0.55339336
301366,0.20156291
301367,0.3440422
301368,0.6012141
301369,0.3922045
301370,0.470502
301371,0.37171733
301372,0.84649706
301373,0.16009691
301374,0.338912
301375,0.5390559
301376,0.5996497
301377,0.5725569
301378,0.534405
301379,0.3183436
301380,0.6973023
301381,0.25784764
301382,0.30976158
301383,0.27752042
301384,0.51127785
301385,0.12728815
301386,0.78361297
301387,0.8031874
301388,0.27640095
301389,0.74138063
301390,0.49611747
301391,0.6401159
301392,0.4943639
301393,0.45734155
301394,0.45141894
301395,0.12946586
301396,0.30813617
301397,0.7973291
301398,0.18683918
301399,0.3846907
301400,0.24789962
301401,0.4227376
301402,0.349828
301403,0.7116831
301404,0.51139146
301405,0.6520111
301406,0.24334799
301407,0.1889411
301408,0.8265722
301409,0.07679594
301410,0.4129484
301411,0.84954864
301412,0.57401067
301413,0.4484562
301414,0.91419023
301415,0.668792
301416,0.7262302
301417,0.5850849
301418,0.3890819
301419,0.7115189
301420,0.33627337
301421,0.4088088
301422,0.20446458
301423,0.36716855
301424,0.44878986
301425,0.49800527
301426,0.6986034
301427,0.27985182
301428,0.13908514
301429,0.73096865
301430,0.10529563
301431,0.706389
301432,0.29598388
301433,0.77270395
301434,0.29514548
301435,0.4634176
301436,0.84122115
301437,0.2273725
301438,0.3253727
301439,0.33402282
301440,0.41930088
301441,0.11242415
301442,0.20216842
301443,0.40515575
301444,0.6531503
301445,0.58215684
301446,0.7143863
301447,0.5260047
301448,0.47705805
301449,0.22478521
301450,0.2982041
301451,0.1757192
301452,0.39348915
301453,0.41171962
301454,0.35144615
301455,0.3027241
301456,0.25845838
301457,0.12368515
301458,0.45294312
301459,0.2198497
301460,0.6275725
301461,0.4127862
301462,0.8383675
301463,0.45468947
301464,0.12991825
301465,0.23864505
301466,0.45827198
301467,0.21421093
301468,0.20763767
301469,0.41497096
301470,0.3317783
301471,0.23581366
301472,0.4416561
301473,0.42491624
301474,0.25066507
301475,0.7031026
301476,0.68717104
301477,0.55060476
301478,0.45024696
301479,0.12220438
301480,0.53371686
301481,0.41759974
301482,0.36309555
301483,0.15903722
301484,0.5279602
301485,0.41701654
301486,0.52444404
301487,0.2941117
301488,0.74239755
301489,0.3458649
301490,0.7490349
301491,0.2840802
301492,0.2864194
301493,0.116117105
301494,0.2819926
301495,0.41103116
301496,0.17450786
301497,0.4512041
301498,0.5426534
301499,0.41634285
301500,0.41201314
301501,0.67341286
301502,0.51812565
301503,0.61454624
301504,0.6610909
301505,0.8765174
301506,0.1961766
301507,0.80427295
301508,0.64049894
301509,0.24820887
301510,0.18578134
301511,0.5419361
301512,0.8932247
301513,0.7065802
301514,0.3854304
301515,0.7308716
301516,0.5868067
301517,0.40019238
301518,0.23932226
301519,0.35832575
301520,0.26511502
301521,0.31976402
301522,0.23697338
301523,0.31082624
301524,0.19632183
301525,0.4759144
301526,0.3788945
301527,0.59710646
301528,0.8018835
301529,0.8145833
301530,0.45573825
301531,0.28698543
301532,0.8528333
301533,0.17161255
301534,0.40397334
301535,0.3797677
301536,0.41562095
301537,0.5238188
301538,0.4745419
301539,0.5346052
301540,0.5910896
301541,0.9166026
301542,0.16524848
301543,0.59874487
301544,0.18745324
301545,0.17964712
301546,0.6565979
301547,0.62294936
301548,0.67750293
301549,0.37718093
301550,0.71376777
301551,0.33235133
301552,0.23229817
301553,0.46885115
301554,0.17337728
301555,0.27590844
301556,0.48646504
301557,0.16307037
301558,0.72602224
301559,0.5921444
301560,0.25594294
301561,0.7641456
